spp_name, ott_id, broken_taxon, mrca_of_descendents, in_synth_tree
Rhodomelaceae,674033,-,-,F
Helicoma monilipes,104167,-,-,T
Terrimonas sp. CB 286475,5887229,-,-,F
Ferrimicrobium acidiphilum,320209,-,-,T
Terebratulida,1027443,-,-,T
Euzebya tangerina,55060,-,-,T
Chloroflexia,5889442,-,-,T
Octadecabacter sp. LPB0143,5899857,-,-,F
Dictyochloris fragrans,502660,-,-,T
Sterigmatomyces halophilus,293763,-,-,T
Epinotia emarginana,3050491,-,-,T
Bromus tectorum,188833,-,-,T
Enterococcus faecium,594429,T,mrcaott5987ott6017,T
Belliella pelovolcani,908202,-,-,T
Micrura fasciolata,283793,-,-,T
Capniidae,1081662,-,-,T
Diversisporaceae,1059385,-,-,T
Bradyrhizobium sp. ISA1704,5283538,-,-,F
Chlorophyllum brunneum,949907,-,-,T
Quambalaria pitereka,506668,-,-,T
Rhagidiidae,306212,-,-,T
Humicola grisea,628468,-,-,T
Singulisphaera sp. Io4-3,1096530,-,-,T
Rickettsia endosymbiont of Pnigalio sp.,4780680,-,-,T
Geopora sp. TK1568,259676,-,-,F
Chlamydomonas dorsoventralis,732584,-,-,T
Spiochaetopterus oculatus,5477697,-,-,T
Alexandrium catenella,643101,-,-,T
Sphingosinicella vermicomposti,851456,-,-,T
Aneurinibacillus danicus,7020,-,-,T
Condylostomides sp. NMF-2015,5986755,-,-,F
Jejudonia soesokkakensis,5159620,-,-,T
Bacillus sp. SVUB10,787042,-,-,F
Labrys methylaminiphilus,302862,-,-,T
Pseudoalteromonas sp. BSw20543,104489,-,-,F
Glomerellaceae,155152,-,-,T
Gymnopus dryophilus,368138,-,-,T
Geothrix sp. enrichment culture,None,-,-,F
Granulicella cerasi,4780403,-,-,T
Conexibacter sp.,484114,-,-,T
Saprospira grandis,239202,-,-,T
Saccharomycodes sp. QMW-2015,5674025,-,-,F
Lamtostyla salina,6383484,-,-,T
Sphingobium sp.,408608,-,-,T
Biddulphia alternans,677897,-,-,T
Tephrocybe anthracophila,808344,-,-,T
Phoma sp. R193,182869,-,-,F
Burkholderia cepacia,1017477,-,-,T
Xanthobacter autotrophicus,491235,-,-,T
Spirochaeta sp. JC445,5913399,-,-,F
Anaerobacterium chartisolvens,4792595,-,-,F
Peronospora sp.,993569,-,-,T
Haliea sp. DSW4-36,923818,-,-,T
Polypedilum vespertinum,4469294,-,-,T
Palaeospora spainiae,5976579,-,-,T
Hymenoscyphus sp. SR-F14,5457339,-,-,F
Phenylobacterium deserti,5996353,-,-,T
Desulfobacterium sp. BSv41,991047,-,-,T
Kofleria flava,859328,-,-,T
Ceratobasidium sp. CC31,5685496,-,-,F
Schizophyllum commune,8357,-,-,T
Cercophora sp. CIM1_17,5708663,-,-,F
Mucilaginibacter calamicampi,4768217,-,-,T
Pontibacillus sp. TB238,652194,-,-,T
Luteolibacter algae,402676,-,-,T
Neptunomonas qingdaonensis,30119,-,-,T
Flavobacterium maris,5614943,-,-,T
Aspergillus oryzae,188996,-,-,T
Fuerstia marisgermanicae,7022903,-,-,T
Gyponana octolineata,419723,-,-,T
Lecanora saligna,420622,-,-,T
Polyangium sp.,424491,-,-,T
Cryptosporidium bovis,82779,-,-,T
Thermodesulfovibrio thiophilus,781191,-,-,T
Clavaria fragilis,390393,-,-,T
Aureimonas sp.,1074827,-,-,T
Coeloperix sp. QD FSP2008060904,906935,-,-,T
Sphingomonas sp. A09j,5635159,-,-,F
Thaumarchaeota,102415,-,-,T
Achnanthidium coarctatum,922019,-,-,T
Tumidella tumida,5288102,-,-,T
Jaapia argillacea,7499,-,-,T
Desulfotomaculum thermobenzoicum,877263,-,-,T
Metacyclopina sp. DZMB717,7114757,-,-,T
Rhodanobacter sp. YG-27,524890,-,-,T
Inocybe sp. MHTAR01 ENA22739,5688825,-,-,F
Pleurophoma ossicola,5713907,-,-,T
Julida,969719,-,-,T
Lipobranchius jeffreysii,444813,-,-,T
Terfezia arenaria,839097,-,-,T
Bradyrhizobium sp. PL53,5381715,-,-,F
Pseudaeromonas pectinilytica,5904799,-,-,T
Rhodovibrio salinarum,439522,-,-,T
Bacteriovorax sp. PNEc1,101032,-,-,T
Kwoniella dendrophila,1010621,-,-,T
Sphingomonas crusticola,5635188,-,-,T
Thalassiosira sp. A11 LG-2014,5656101,-,-,F
Coprinopsis stercorea,526869,-,-,T
Ceratodon purpureus,195704,-,-,T
Glomus sp. 8 ZHNL-2013l,5670597,-,-,F
Scotinosphaera sp. CAUP H5305,5152572,-,-,F
Spencermartinsiella ligniputridi,181838,-,-,T
Rudaea sp. UR 1-01,5634569,-,-,F
Phyllopharyngea,498746,-,-,T
Banhegyia cf. setispora G.M. 2015-04-29.1,7512641,-,-,T
Chlamydiia,426797,-,-,F
Arcobacter sp. LPB0137,5904620,-,-,F
Melampsora albertensis,681631,-,-,T
Hexadella pruvoti,950040,-,-,T
Lulworthiales,90655,-,-,T
Volvocaceae,391142,-,-,T
Lipomyces tetrasporus,638674,-,-,T
Cyphellophora pauciseptata,626807,-,-,T
Chroodactylon ornatum,148058,-,-,T
Venturia atriseda,930460,-,-,T
Pasteurellaceae,1098176,-,-,T
Inocybe lacera,356627,-,-,T
Conochilus unicornis,1039709,-,-,T
Kallotenue papyrolyticum,5245635,-,-,T
Phytoplasma sp. RYL-GD,4791593,-,-,T
Gelidiella acerosa,467511,-,-,T
Cardiostomatella vermiformis,216310,-,-,T
Sarcocystis cruzi,252151,-,-,T
Rudaea sp. B0.10-151,5239962,-,-,F
Cortinarius controversus,5305542,-,-,T
Lacihabitans soyangensis,830191,-,-,T
Aphanomyces iridis,457948,-,-,T
Bondarzewia sp. CLZ-2016a,7525838,-,-,F
Pungentus sp. PDL-2005,560370,-,-,F
Choreotrichida,648153,-,-,F
Lyophyllum aff. decastes PBM3069,221809,-,-,T
Metopus es,216403,-,-,T
Laccaria sp.,985684,-,-,T
Acidocella sp. IS10,990687,-,-,T
Thermogutta hypogea,5177542,-,-,T
Magnaporthales,42109,T,ott971709,T
Protomyces lactucaedebilis,607548,-,-,T
Pinnularia subanglica,503412,-,-,T
Raddiella malmeana,4731488,-,-,T
Nolandia orientalis,5986560,-,-,T
Geoglossum fallax,694136,-,-,T
Lutimaribacter marinistellae,5900277,-,-,T
Sediminibacterium goheungense,1007858,-,-,T
Diphascon pingue,565772,-,-,T
Skeletonema potamos,2811518,-,-,T
Parabacteroides distasonis,715048,-,-,T
Vibrio sp. KALAICIBA13,648216,-,-,T
Neonectria candida,None,-,-,F
Peptococcaceae,16701,T,mrcaott2035ott5991,T
Hymenobacter roseosalivarius,808260,-,-,T
Tectocepheus sp. BOLD:AAL8187,903607,-,-,F
Aegla ringueleti,539461,-,-,T
Nitrosospira multiformis,822754,-,-,T
Pythiogeton ramosum,46107,-,-,T
Leucosporidium fragarium,337797,-,-,T
bacterium SOSP1-85,4795892,-,-,T
Dioszegia hungarica,603585,-,-,T
Polypodiopsida,166292,-,-,T
Phaeotrichum benjaminii,597866,-,-,T
Terrimonas aquatica,83465,-,-,T
Flavobacterium arsenatis,5383773,-,-,T
Cercophora sparsa,517839,-,-,T
Rasamsonia argillacea,562109,-,-,T
Scleractinia,712383,-,-,T
Acrocalymma medicaginis,4079438,-,-,T
Rhizobium sp. Rh SKM,5639884,-,-,F
Protoblastenia calvella,716099,-,-,T
Diversispora sp. W5257,335601,-,-,F
Dechloromonas sp.,488574,-,-,T
Bursaria sp. 1 MD-2011,843619,-,-,T
Dioithona oculata,131541,-,-,T
Lycoperdon subcretaceum,1070899,-,-,T
Granulicella sapmiensis,55745,-,-,T
Clytia folleata,1085440,-,-,T
Tsukamurella pulmonis,787951,-,-,T
Dolichopoda schiavazzii,414864,-,-,T
Cryptococcus sp. YKS 2004,703962,-,-,F
Herpetosiphon sp. OSI-B2,90432,-,-,T
Actinochloris sphaerica,5153125,-,-,T
Cladophialophora minutissima,21146,-,-,T
Lactobacillus sp. AMC2,473455,-,-,F
Boveria subcylindrica,743846,-,-,T
Oceanirhabdus sediminicola,709351,-,-,T
Cystofilobasidium alribaticum,5683137,-,-,T
Draconarius anthonyi,3559576,-,-,T
Granulicella rosea,944871,-,-,T
Adelina bambarooniae,389670,-,-,T
Pseudomonas sp. Sulf-449,372330,-,-,T
Gracilimonas tropica,856896,-,-,F
Hygrocybe aff. conica PBM 918,860410,-,-,T
Sagenomella griseoviridis,388936,-,-,T
Aquaspirillum putridiconchylium,540565,-,-,T
Brevefilum fermentans,7011617,-,-,T
Chlamydomonas acidophila,421166,-,-,T
Fusicolla sp. CL-2017a,None,-,-,F
Crinipellis sp. VPI4021,924451,-,-,F
Fusarium tricinctum,938587,-,-,T
Lewinella persica,275492,-,-,T
Polydora hoplura,665167,-,-,T
Verrucaria nigrescens,293976,-,-,T
Exophiala angulospora,238330,-,-,T
Chlorella sp. ArM0029B,5257482,-,-,F
Desulfobulbus sp. IS6,5289059,-,-,F
Pedobacter daechungensis,35557,-,-,T
Trichodina meretricis,330683,-,-,T
Pandora dipterigena,702059,-,-,T
Spumella sp. TGS1,4029333,-,-,F
Geobacter sp. T33,412370,-,-,F
Tomentella sp. EDM19,957364,-,-,F
Adhaeribacter sp. enrichment culture clone Lpl1-269,None,-,-,F
Geopora cf. cooperi SOC 1603,346303,-,-,T
Variovorax paradoxus,386911,-,-,T
Cortinarius hemitrichus,748423,-,-,T
Protoperidinium monovelum,597392,-,-,T
Thermoprotei,820306,-,-,T
Pacispora scintillans,817866,-,-,T
Entylomatales,754235,T,mrcaott13097ott63200,T
Methylobacterium sp. Pao14,5636538,-,-,F
Zwicknia bifrons,549953,-,-,T
Koliellaceae,4734292,-,-,T
Euplotida,850186,-,-,F
Blastopirellula marina,839886,-,-,T
Agrobacterium vitis,263879,-,-,T
[Candida] haemulonis,804235,-,-,T
Mucilaginibacter ginsenosidivorax,1010814,-,-,T
Bacillus cereus,5284557,T,mrcaott24249ott56840,T
Cladophora albida,891543,-,-,T
Holophaga foetida,754689,-,-,T
Akashiwo sanguinea,83477,-,-,T
Lepiota nigrescentipes,749821,-,-,T
Tomentella sp.,86142,-,-,T
Lepiota farinolens,533589,-,-,T
Oribatula sakamorii,3529008,-,-,T
Entomophthorales,887960,-,-,T
Polarella glacialis,1088460,-,-,T
Denitrovibrio acetiphilus,915520,-,-,T
Wenyingzhuangia marina,113890,-,-,T
Pseudoalteromonas sp. BSi20570,598308,-,-,F
Nocardioidaceae,856867,T,mrcaott7026ott12648,T
Cystobasidiales,679586,-,-,T
Rudaea sp. URHD0100,5912939,-,-,F
Hyphodontia arguta,829904,-,-,T
Clytia sp. 1 SL-2013,5231761,-,-,F
Clostridium sp. strain S6,629197,-,-,F
Ornatilinea apprima,291274,-,-,T
Plocamium maggsiae,921446,-,-,T
Bracteacoccus sp. WB18,5401266,-,-,F
Pseudocamaropycnis pini,6377535,-,-,T
Microthoracidae,1023410,-,-,T
Aureimonas endophytica,7023666,-,-,T
Pinnularia cf. microstauron,895536,-,-,T
Paenibacillus sp. V42.16_dash,5894332,-,-,F
Hymenobacter pallidus,5614011,-,-,T
Pachyphloeus sp. 2 RGO-2014,5678485,-,-,F
Glomus sp. 26 ZHNL-2013b,5670652,-,-,F
Pyrenochaetopsis sp. 5 NV-2016,7512820,-,-,T
Azospirillum sp. Mat2-1a,684932,-,-,T
Septofusidium herbarum,27782,-,-,T
Runella defluvii,1072197,-,-,T
Zea mays,605194,-,-,T
Cortinarius delibutus,314627,-,-,T
Geodermatophilus dictyosporus,5642449,-,-,T
Hypnales,1087131,T,mrcaott3217ott3664,T
Bacillus sp. A391a,392388,-,-,T
Clytia gracilis,554368,-,-,T
Dermateaceae,186927,-,-,T
Methylobacterium radiotolerans,592881,-,-,T
Spongiibacter marinus,961383,-,-,T
Gomphonemataceae,1033660,-,-,F
Esoptrodinium sp. RP,971043,-,-,F
Saprolegnia sp. SAP4,4027541,-,-,T
Perenniporia medulla-panis,1066794,-,-,T
Obelia sp. MW-2012,903172,-,-,F
Panaeolus acuminatus,938705,-,-,T
Saprolegnia eccentrica,582221,-,-,T
Pseudoalteromonas sp. P1(2008),521884,-,-,F
Gillichthys seta,927242,-,-,T
Sphingobium yanoikuyae,1015804,-,-,T
Tremella mesenterica,133073,-,-,T
Streptophyta,916750,-,-,T
Stachybotrys xanthohalonata,6380078,-,-,T
Protodinium simplex,2831308,-,-,T
Methylobacterium sp. WSM3032,573423,-,-,F
Caulobacter sp. S45,5641427,-,-,F
[Cryptococcus] cuniculi,1019404,-,-,T
Entoloma sp. JS06-22,1045906,-,-,T
Nusuttodinium latum,2831034,-,-,T
Olivibacter sp. JCM 28716,5887289,-,-,F
Nitrososphaeraceae,686307,-,-,T
Coprinopsis sclerotiger,419351,-,-,T
Rubellimicrobium aerolatum,72904,-,-,T
Pythiaceae,775742,-,-,F
Endeis sp. MNHN IU 2013-18632,None,-,-,F
Marispirillum indicum,815531,-,-,T
Microdiaphanosoma arcuatum,932228,-,-,T
Lynnella semiglobulosa,121502,-,-,T
Amphritea sp. EF1B-B860,5172782,-,-,F
Pseudoalteromonas sp. BSw10100,127273,-,-,F
Hebeloma nauseosum,3810973,-,-,T
Rossia sp. TF-2014,5655905,-,-,T
Minutocellus sp. CW-2009a,331670,-,-,F
Lewinella agarilytica,756667,-,-,T
Ochromonadaceae,297037,-,-,F
Glomus sp. NB101,880874,-,-,F
Colletotrichum chlorophyti,1061187,-,-,T
Cystobacter gracilis,437536,-,-,T
Nemenzophyllia turbida,3676392,-,-,T
Gymnoascus alatosporus,969394,-,-,T
Parasola megasperma,1046468,-,-,T
Alatospora acuminata,311494,-,-,T
Algoriphagus marisflavi,7008835,-,-,T
Vanrija thermophila,134626,-,-,T
Stereum ostrea,1016444,-,-,T
Marinifilaceae,5586314,-,-,F
Sirobasidium intermedium,784391,-,-,T
Polymastia invaginata,520247,-,-,T
Pirellula sp. Br1-4,1035198,-,-,T
Salirhabdus salicampi,946205,-,-,T
Sphingomonas sp. 1P06PA,362629,-,-,T
Gomphonema clevei,537105,-,-,T
Placozoa,570376,-,-,T
Cytophagales,427259,-,-,T
Coniothyrium sp.,679340,-,-,T
Acidothermus cellulolyticus,304075,-,-,T
Brevundimonas sp. 3X/A02/233,402579,-,-,F
Ascochyta sp.,1085549,-,-,T
Desulfonatronum thiosulfatophilum,673241,-,-,T
Bresslaua vorax,546636,-,-,T
Sporolactobacillus dextrus,785170,-,-,T
Cyanea sp. ABFA-2011,6372437,-,-,T
Cladosporium austrohemisphaericum,5977357,-,-,T
Kurtzmanomyces sp. MG21,5689501,-,-,F
Teratosphaeria syncarpiae,268187,-,-,T
Clostridium neonatale,732083,-,-,T
Tarzetta cf. cupularis SOC973,160868,-,-,T
Candonidae,129882,-,-,T
Ptychostomum pallens,899864,-,-,T
Pseudomonas sp. H-8-1-3,275258,-,-,T
Nitrospira sp. enrichment culture clone LD3,None,-,-,F
Pleurotus djamor,38635,-,-,T
Gracilaria edulis,394747,-,-,T
Pythium okanoganense,375377,-,-,T
Monomastix minuta,496046,-,-,T
Protoceratium reticulatum,862593,-,-,T
Spiribacter salinus,5172865,-,-,F
Russulales,247825,T,ott1012685,T
Marinobacterium sp. enrichment culture clone KME55-69,5174588,-,-,T
Dinobryaceae,554980,-,-,F
Prorocentrum pseudopanamense,388745,-,-,T
Pseudoalteromonas sp. BSw10504,596556,-,-,T
Geopora cooperi,364170,-,-,T
Tritirachium oryzae,317238,-,-,T
Microstromatales,854455,-,-,T
Pythium terrestris,13013,-,-,T
Agaricus brunneofibrillosus,7521352,-,-,T
Odontosyllis polycera,305810,-,-,T
Prolixibacter bellariivorans,4768026,-,-,T
[Candida] rancensis,None,-,-,F
Dichotomopilus erectus,536491,-,-,T
Methyloversatilis thermotolerans,5167744,-,-,T
Trichosporonaceae,4107405,-,-,T
Desulfonatronovibrio halophilus,916396,-,-,T
Chlamydomonas mexicana,801301,-,-,T
Olpidiopsis heterosiphoniae,7561967,-,-,T
Thermanaerovibrio acidaminovorans,330557,-,-,T
Chlorococcum sp. JB8,5293033,-,-,F
Clostridium septicum,16566,-,-,T
Neodidymelliopsis ranunculi,6377634,-,-,T
Effusibacillus pohliae,678528,-,-,T
Clostridium sp. enrichment culture clone a-9,None,-,-,F
Pseudohaliea rubra,1010967,-,-,F
Sulfitobacter dubius,274018,-,-,T
Talaromyces purpureogenus,334096,-,-,T
Sphingomonas sp. SNRB13-2,723404,-,-,F
Patulibacter ginsengiterrae,144951,-,-,T
Moina sp. ARRV-2013,5231537,-,-,F
Clavariopsis aquatica,121703,-,-,F
Mucilaginibacter sp. PBI 162,566278,-,-,T
Mesophyllum vancouveriense,954094,-,-,T
Altererythrobacter xixiisoli,5361524,-,-,T
Thermomonas sp. lyso-lm521,1562,-,-,T
Neolentinus lepideus,982765,-,-,T
Epithemia sorex,491476,-,-,T
Neocamarosporium sp. Smar 64,6377930,-,-,F
Sorangium cellulosum,804727,-,-,T
Devosia sp.,371524,-,-,T
Nematoctonus leiosporus,5688055,-,-,T
Cystobacter armeniaca,437524,-,-,T
Geobacillus thermocatenulatus,296099,-,-,T
Meteorus colon,795695,-,-,T
Chlamydomonas sp. NIES-3908,5917737,-,-,F
Thalassobacillus sp. S181,5606723,-,-,F
Chrysochaete britannica,631703,-,-,T
Chlamydomonadaceae,474062,T,mrcaott1544ott9282,T
Cladosporium sp. BM-2009-5,919180,-,-,F
Desulfobulbus sp. LB2,687207,-,-,F
Saprolegnia monilifera,582229,-,-,T
Leptocera erythrocera,4398615,-,-,T
Aquimarina brevivitae,574304,-,-,T
Thermomonosporaceae,1050974,T,mrcaott1403ott8433,T
Tistlia consotensis,4780517,-,-,T
Anaeromicrobium sediminis,5365284,-,-,T
Nevskia sp. SG73,5912705,-,-,F
Sphingopyxis sp. PR52-21,953603,-,-,T
Bradyrhizobium genosp. E,772,-,-,T
Thelephora caryophyllea,846930,-,-,T
Papiliotrema nemorosus,884721,-,-,T
Cryomorphaceae,600685,T,mrcaott1100ott56697,T
Alteromonas sp. KT1114,729642,-,-,T
Sandaracinus amylolyticus,1014961,-,-,T
Devosia sp. AL42 6.2,332513,-,-,F
Bimuria novae-zelandiae,84213,-,-,T
Marinirhabdus sp.,5886958,-,-,T
Psathyrella aff. gracilis TRTC155527,479712,-,-,T
Erythrobacter sp. KLE1221,672832,-,-,T
Cycloclasticus sp. H4,234317,-,-,F
Polydora onagawaensis,1057990,-,-,T
Cercophora mirabilis,437585,-,-,T
Caenispirillum sp. HMD3118,504914,-,-,F
Chlorococcum oleofaciens,377193,-,-,T
Nitzschia dissipata,949840,-,-,T
Litorimonas sp. HME8109,279304,-,-,F
Nitrosomonadaceae,728498,-,-,T
Niastella vici,5887215,-,-,T
Burkholderiaceae,190168,T,mrcaott90ott41935,T
Derxia sp. enrichment culture clone JAC13,None,-,-,F
Orbilia sp. HOB-2016ac,5983149,-,-,T
Schlerochilus oshoroensis,632220,-,-,T
Cliona celata,230713,-,-,T
Aerococcus suis,980916,-,-,T
Spirosoma escalantus,919860,-,-,T
Micractinium reisseri,183956,-,-,T
Sunxiuqinia sp. FOUR-4,5291308,-,-,F
Polymorphobacter multimanifer,4781180,-,-,T
Thiobacillaceae,7030313,-,-,F
Paralemanea annulata,289679,-,-,T
Nocardioides sp. MSL 24,722683,-,-,T
Bradyrhizobium sp. 5(2017),5253479,-,-,F
Marinobacter sp. YCSD28,76361,-,-,F
Nigrospora oryzae,171771,-,-,T
Dacrymyces variisporus,345000,-,-,T
Enterovirga rhinocerotis,5170177,-,-,T
Cyathophorum bulbosum,1034535,-,-,T
Rufibacter glacialis,926741,-,-,T
Clathria rugosa,357716,-,-,T
Coniothyrium glycines,1002127,-,-,T
Nasonia longicornis,729590,-,-,T
Klebsormidium sp. K39,96826,-,-,F
Spathidium rectitoratum,2824973,-,-,T
Bacillus sp. BWDY-20,15923,-,-,F
Trichopodiella faurei,493461,-,-,T
Sulfuricella denitrificans,845321,-,-,T
Helicobacteraceae,1033801,T,mrcaott8800ott405457,T
Nalanthamala vermoesenii,9466,-,-,T
Truepera radiovictrix,557754,-,-,T
Aegyriana cf. oliva,5663139,-,-,T
Glomus sp. Att690-9,212339,-,-,F
Anaerococcus sp. 9401487,469889,-,-,T
Holosticha bradburyae,985087,-,-,T
Achromobacter sp. TH195,7028227,-,-,F
Mesorhizobium opportunistum,763738,-,-,T
Idriella lunata,4042400,-,-,T
Chilodonellidae,628626,-,-,F
Catenulaceae,336419,-,-,F
Sphaerobacter thermophilus,74085,-,-,T
Achlya americana,636664,-,-,T
Auricularia delicata,345003,-,-,T
Pyrenophora teres,411919,-,-,T
Seiridium marginatum,3692443,-,-,T
Holosporaceae,79296,-,-,T
Inocybe cf. hirtella EL707,612924,-,-,T
Archaeorhizomyces borealis,653242,-,-,T
Achlya sparrowii,50177,-,-,T
Neidium bisulcatum,932704,-,-,T
Oceanibacterium hippocampi,959552,-,-,T
Hypoxylon rutilum,784995,-,-,T
Neogaeumannomyces bambusicola,5709290,-,-,T
Leptopharynx costatus,929414,-,-,T
Neofusicoccum luteum,958340,-,-,T
Albimonas pacifica,4781709,-,-,T
Sneathiella glossodoripedis,473609,-,-,T
Pleuretra lineata,790553,-,-,T
Monostephanostomum nolani,384476,-,-,T
Amphilogia gyrosa,1095058,-,-,T
Derxia sp. AA1,7028293,-,-,F
Acidobacterium capsulatum,108703,-,-,T
Aspergillus wentii,749901,-,-,T
Hymeraphia breeni,253718,-,-,T
Aspergillus sp. NRRL 145,970964,-,-,F
Cyclolejeunea accedens,5449218,-,-,T
Gonostomum namibiense,958127,-,-,T
Ochromonadales,4922575,T,mrcaott15572ott88173,T
Erythromicrobium ramosum,805687,-,-,T
Clostridium sp. L21-PA-D4,4792594,-,-,F
Marinobacter sp.,312791,-,-,T
Ktedonobacterales,818912,-,-,T
Cirratulidae,1067346,-,-,T
Lithothamnion sp. 2CPVP,5422526,-,-,F
Moorella sp. AIP 246.00,704004,-,-,T
[Clostridium] viride,183564,-,-,F
Actinomadura sp. TCA62003,209320,-,-,T
Rhizobiales,5253178,-,-,T
Alteromonas sp. 84BK9Y10,5377834,-,-,F
Novosphingobium bradum,5901320,-,-,T
Euastrum affine,405065,-,-,T
Ochromonas tuberculata,478033,-,-,T
Bracteacoccus aerius,560360,-,-,T
Metaurostylopsis salina,619272,-,-,T
Hyphomonas sp. MOLA 55,266082,-,-,F
Bracteacoccus sp. DB-9-3,5401264,-,-,F
Sphingopyxis sp. hp39,903584,-,-,F
Bradyrhizobium sp. vgn-1,971127,-,-,F
Pseudomonas sp. WE7#1b,149009,-,-,F
Stephanonectria sp. MUT 1406,5711052,-,-,F
Phaeophyceae,48614,-,-,T
Psychromonas heitensis,352495,-,-,T
Ganoderma applanatum,985686,-,-,T
Inocybe geophylla,489303,-,-,T
Pucciniomycetes,647376,-,-,T
Chlamydomonas sp. CCAP 11/164,882245,-,-,F
Coprinus vosoustii,341219,-,-,T
Dupontia fisheri,953632,-,-,T
Planomonospora sp. MM04-1109,5992911,-,-,F
Geopora cervina,239676,-,-,T
Jatrophihabitans sp.,5290868,-,-,T
Verrucomicrobium sp. GD,552385,-,-,F
Aestuariimicrobium sp.,940878,-,-,T
Pelagicoccus mobilis,104993,-,-,T
Singulisphaera acidiphila,1006542,-,-,T
Poritidae,413310,T,mrcaott150ott15231,T
Scapania nemorea,851174,-,-,T
Philodinavidae,113846,-,-,T
Methylophilus sp. La2-4 HL-2016,None,-,-,F
Typhlogobius californiensis,232409,-,-,T
Cladophialophora sp. 97004b,757017,-,-,F
Legionellaceae,185173,-,-,T
Gemmamyces piceae,3728986,-,-,T
Actinomadura glauciflava,287520,-,-,T
Hyphomonas sp. DG1588,5283921,-,-,F
Bdellovibrio sp. SD1,610505,-,-,T
Rachicladosporium cboliae,619592,-,-,T
Bradyrhizobium sp. vgs-9,582473,-,-,T
Scorpiones,511964,-,-,T
Diversisporales,385884,-,-,T
Boccardia proboscidea,132229,-,-,T
Aneurinibacillus sp. BAB-5497,5657471,-,-,F
Colura calyptrifolia,4733481,-,-,T
Entorhipidium tenue,943748,-,-,T
Ilyonectria sp. Cyl183,353197,-,-,F
Stichotricha aculeata,2822673,-,-,T
Waitea circinata,255774,-,-,T
Flavobacteriia,7010445,-,-,F
Styelidae,103750,-,-,T
Folliculina WWS-2008,857036,-,-,T
Peniophora sp. XL-A26,50577,-,-,F
Flintiella sanguinaria,668453,-,-,T
Bromus secalinus,986906,-,-,T
Deasonia sp. 14615-7,5661792,-,-,F
Dichotomicrobium thermohalophilum,1096410,-,-,T
Sphingomonas sp. AM19,498847,-,-,F
Exophiala crusticola,669002,-,-,T
Melosira varians,28082,-,-,T
Hyphodermella corrugata,330735,-,-,T
Trichoderma tomentosum,626670,-,-,T
Myxophyllum magnum,5442158,-,-,T
Stemphylium eturmiunum,5318928,-,-,T
Bradyrhizobium sp. S23321,958756,-,-,T
Pectinodesmus pectinatus,386123,-,-,T
Streptomyces exfoliatus,102249,-,-,T
Sphingomonas sediminicola,5635126,-,-,T
Riemerella columbipharyngis,921903,-,-,T
Braconidae,678079,-,-,T
Chaetomium jodhpurense,593546,-,-,T
Oithona sp. Roadstead of Brest,7114752,-,-,F
Nakamurella silvestris,5879765,-,-,T
Cytospora sp. FL-2014,5708760,-,-,F
Abyssocladia sp. SMF<DEU> 11750,730158,-,-,F
[Clostridium] cellulosi,302552,-,-,F
Thalassiosira concaviuscula,714236,-,-,T
Sphingopyxis terrae,57479,-,-,T
Cyclidium sp.,310003,T,mrcaott113449ott535034,T
Osmundea spectabilis,137845,-,-,T
Tyroborus sp. AMUEnv048,431690,-,-,T
Roseomonas terricola,4746241,-,-,T
Trombidiformes,87287,-,-,T
Cavognatha sp. DDM0812,5936143,-,-,T
Martelella sp. M81SI,915018,-,-,F
Robiginitalea sp. ZH09,1089391,-,-,T
Pseudosplanchnonema phorcioides,3728126,-,-,T
Geissleria decussis,2817903,-,-,T
Cepaea nemoralis,891883,-,-,T
Philaster sp. FG-2014,5675595,-,-,T
Micromonosporaceae,794945,-,-,T
Erwiniaceae,5998854,T,mrcaott103ott9270,T
Arsenicitalea sp.,5996589,-,-,T
Glaucocystis nostochinearum,716815,-,-,T
Cellvibrio japonicus,109776,-,-,T
Ctenacarus sp. 1 PBK-2011,228209,-,-,T
Holosticha muuiensis,7528855,-,-,T
Oxalophagus oxalicus,910341,-,-,T
Phyllopsora corallina,3773696,-,-,T
Actinoplanes penicillatus,444397,-,-,T
Altererythrobacter confluentis,5901093,-,-,T
Sphingomonas sp. URHD0028,5901695,-,-,F
Modestobacter sp. enrichment culture,None,-,-,F
Bacillus simplex,663738,-,-,T
Rhodobacter sp. TBTK040402D,5640565,-,-,F
Phenylobacterium sp. B6.10-61,5238638,-,-,F
Entorrhiza cypericola,3840403,-,-,T
Otidea bufonia,219863,-,-,T
Oceanicoccus sagamiensis,4783517,-,-,T
Chromocyphella muscicola,501371,-,-,T
Gyrodinium rubrum,558244,-,-,T
Methylocystaceae,592899,-,-,T
Rhodopseudomonas sp.,661944,-,-,T
Nevskiales,5908093,-,-,F
Hydrocarboniphaga daqingensis,196803,-,-,T
Gallionella sp. enrichment culture clone MWE_C19,5168635,-,-,T
Filobasidium wieringae,422129,-,-,T
Agaricus fuscofibrillosus,131450,-,-,T
